tweet_id_question,author_id_question,inbound_question,created_at_question,text_question,response_tweet_id_question,in_response_to_tweet_id_question,tweet_id_answer,author_id_answer,inbound_answer,created_at_answer,text_answer,response_tweet_id_answer,in_response_to_tweet_id_answer
780.0,115878,True,Tue Oct 31 21:59:34 +0000 2017,why is there no phone number ?? i'm literally stranded and now i have to wait for an automated reply this is ridiculous,778,781.0,778.0,Uber_Support,False,Tue Oct 31 22:17:41 +0000 2017,we have received your dm and will follow up with you there.,779,780.0
782.0,115878,True,Tue Oct 31 21:40:20 +0000 2017,literally stranded because of and because there is no support phone number i have to wait from a message from smh,781,nan,781.0,Uber_Support,False,Tue Oct 31 21:49:36 +0000 2017,we're sorry to hear this was your experience. can you send us a dm with your email address so we can connect?,780,782.0
789.0,115881,True,Tue Oct 31 18:02:11 +0000 2017,3 3 on the wrong which i really don t appreciate. this needs to be investigate and i was simply queuing to pay and the guy pushed in,788,nan,788.0,Tesco,False,Tue Oct 31 19:47:00 +0000 2017,"hi cade, what was my colleagues name? can you give a description? when were you in our store? nick",786,789.0
792.0,115882,True,Tue Oct 31 21:33:48 +0000 2017,"why wasn't earlier flight offered when i tried to rebook, not cool at all. just happened to look at moniter after deplaning.",790,nan,790.0,Delta,False,Tue Oct 31 22:27:38 +0000 2017,i'm sorry. the earlier flight may not have been available at the time of your scheduled change. tmt,791,792.0
795.0,115883,True,Tue Oct 31 22:28:50 +0000 2017,via dm?,797,794.0,797.0,Delta,False,Tue Oct 31 23:07:41 +0000 2017,please do. afc,798,795.0
796.0,115883,True,Tue Oct 31 21:18:55 +0000 2017,it seems this technical issue still hasn't ben fixed. can you look into it again?,794,799.0,794.0,Delta,False,Tue Oct 31 22:25:31 +0000 2017,please share additional details about the nature of this technical issue. afc,795,796.0
801.0,115883,True,Sun Oct 29 15:59:35 +0000 2017,the change flight search option on your website is broken once again.,799,nan,799.0,Delta,False,Sun Oct 29 16:56:47 +0000 2017,"i sincerely apologize, our it team is diligently working on it, we should have it up and working very soon. tmc","800,796",801.0
807.0,115885,True,Tue Oct 31 20:52:02 +0000 2017,i did this some time ago now but haven t heard from you...,"804,808",809.0,804.0,Delta,False,Tue Oct 31 22:22:01 +0000 2017,2 2,"805,806",807.0
810.0,115885,True,Tue Oct 31 19:18:45 +0000 2017,"actually, i just looked again and they disagree and say it's on you. any idea what i should do?",809,811.0,809.0,Delta,False,Tue Oct 31 19:21:13 +0000 2017,"hello, richard! please dm your confirmation and i will try to assist. tcc",807,810.0
814.0,115885,True,Tue Oct 31 16:37:26 +0000 2017,"i'm flying jfk mex mid tomorrow and you say i'm booked in, but it looks like it's just the first leg. can you check, please?",813,nan,813.0,Delta,False,Tue Oct 31 18:42:21 +0000 2017,"hi, richard. can you pls dm your confirmation number so i may look into this matter for you? thanks! tjf",811,814.0
816.0,115886,True,Tue Oct 31 22:28:24 +0000 2017,,818,815.0,818.0,Delta,False,Tue Oct 31 22:51:06 +0000 2017,"hi caesar, can you dm your confirmation to the link provided? i will be glad to look into this for you. tbt",819,816.0
819.0,115886,True,Tue Oct 31 23:08:42 +0000 2017,same again! i ll dm you if you can give me a and no,820,818.0,820.0,Delta,False,Tue Oct 31 23:43:26 +0000 2017,i would be glad to look into this for you. tbt,821,819.0
821.0,115886,True,Wed Nov 01 04:26:57 +0000 2017,"ok it was not a full flight, change had nothing to do with comfort class, no and a handling agent telling would take care of us so please non of these as an excuse! i ll retwitter your reply! thanks","822,823,824,825,826,000,000,000,000,000,000,000,000,000",820.0,830.0,Delta,False,Wed Nov 01 05:31:26 +0000 2017,please remember that help is just a tweet away. have a wonderful evening. hck,836,821.0
821.0,115886,True,Wed Nov 01 04:26:57 +0000 2017,"ok it was not a full flight, change had nothing to do with comfort class, no and a handling agent telling would take care of us so please non of these as an excuse! i ll retwitter your reply! thanks","822,823,824,825,826,000,000,000,000,000,000,000,000,000",820.0,832.0,Delta,False,Wed Nov 01 04:42:59 +0000 2017,"may i have your ticket number, please? unfortunately, the confirmation provide is no longer active. hck",847,821.0
836.0,115886,True,Wed Nov 01 05:40:54 +0000 2017,"obviously you didn't read what already was said before, you do give exactly the same bs answers. i know there is no guarantee but i like to know why they moved us. i know, because a employee was sitting in my seat and you can't say that","837,838,839",830.0,837.0,Delta,False,Wed Nov 01 05:43:13 +0000 2017,...guaranteed. it was changed because operational needs required such. abn 3 3,840,836.0
840.0,115886,True,Wed Nov 01 05:48:19 +0000 2017,is this a my tweets? !!!!! same !!,"841,842,843",837.0,842.0,Delta,False,Wed Nov 01 05:49:44 +0000 2017,a real abn,844,840.0
817.0,115886,True,Tue Oct 31 21:22:28 +0000 2017,moves you to the moment you have a with no results. just got some but no real reason why they changed our !,815,nan,815.0,Delta,False,Tue Oct 31 22:15:15 +0000 2017,we sincerely apologize for your disappointment. we always strive to create a positive customer experience. ajc,816,817.0
850.0,115887,True,Tue Oct 31 21:41:37 +0000 2017,premium amp when i have it on shuffle it turns off when the song is done and just plays in order and the repeat lights up but doesn t repeat,848,852.0,848.0,SpotifyCares,False,Tue Oct 31 22:28:16 +0000 2017,hmm. can you try restarting your device by holding the sleep wake volume down buttons for 10 seconds? keep us posted ls,849,850.0
853.0,115887,True,Tue Oct 31 19:57:59 +0000 2017,iphone 7 and i have the most recent update for spotify,852,854.0,852.0,SpotifyCares,False,Tue Oct 31 21:04:13 +0000 2017,"thanks. just to be sure, are you free or premium? also, can you give us more info on what happens when you try using it? cb",850,853.0
855.0,115887,True,Tue Oct 31 19:10:51 +0000 2017,i m pissed my shuffle and repeat button just don t fucking work and i m getting frustrated,854,nan,854.0,SpotifyCares,False,Tue Oct 31 19:36:16 +0000 2017,"hey! what device, operating system, and spotify version are you using? we'll see what we can suggest cb",853,855.0
858.0,115889,True,Tue Oct 31 22:01:30 +0000 2017,2 2... and there is no way to manage albums recently added e.g. in the app. it's a mess,856,860.0,856.0,SpotifyCares,False,Tue Oct 31 22:25:16 +0000 2017,"got it. it's not possible at the moment, but we'll pass on the the suggestion. could you try reinstalling the app? pb",857,858.0
862.0,115889,True,Tue Oct 31 21:43:56 +0000 2017,groove music quits amp redirect to spotify. but the w10m app is a bugfest.. any further updates possible?,860,nan,860.0,SpotifyCares,False,Tue Oct 31 21:51:22 +0000 2017,hey there! that doesn't sound good. what's happening exactly? can you let us know the app version you're using? pb,"861,858",862.0
866.0,115891,True,Tue Oct 31 22:14:42 +0000 2017,is there a way to find non explicit songs that are explicit,865,nan,865.0,SpotifyCares,False,Tue Oct 31 22:17:55 +0000 2017,"hey mikey! we're afraid there's no way to filter or search that way, but we'll pass that suggestion on to the relevant folks gs",864,866.0
872.0,115892,True,Tue Oct 31 16:08:21 +0000 2017,"hi ! my flight from man lhr bwi for nov. 3 was canceled. i was excited to try your club 787 product. only available flight is now to iad which is a hassle, but rebooked anyway my only option! any availability in first class on ba293 for the troubles please?","867,874",nan,867.0,British_Airways,False,Tue Oct 31 22:28:36 +0000 2017,"caused. we're unable to offer a complimentary upgrade, however we can quote an upgrade if you would like us to? jane 2 2","868,869,870,871",872.0
877.0,115893,True,Tue Oct 31 16:47:55 +0000 2017,"will you ever address my complaint claim? or, do you just ignore it until the 2 yrs are up?","875,878,879",nan,875.0,British_Airways,False,Tue Oct 31 22:26:11 +0000 2017,email address and contact telephone number. we'll look into your complaint and contact you for an update 2 2. oliver,876,877.0
884.0,115894,True,Mon Oct 30 23:04:31 +0000 2017,will you pay me my hotel and good bill for cancelling my flight home,"883,885",886.0,883.0,British_Airways,False,Tue Oct 31 08:28:10 +0000 2017,"us your booking ref, email address and contact number. 2 2 linda",881,884.0
969.0,115896,True,Tue Oct 31 15:53:10 +0000 2017,"runway is under maintenance at delhi from 7 nov. flights have been cancelled. wanted to know status of ba0257, lhr del 7nov",967,nan,967.0,British_Airways,False,Tue Oct 31 22:20:23 +0000 2017,"hi sreejit, we have no info about this as yet. please keep an eye online as this will be updated as soon as we know. helen",968,969.0
973.0,115897,True,Wed Nov 01 09:00:12 +0000 2017,"not yet, but i thought it was strange that i received a confirmation email for one of the flights, but not the other. thanks.",975,971.0,975.0,British_Airways,False,Wed Nov 01 12:39:06 +0000 2017,"hi david, could you let us know the flights you've booked and dates of travel, along with your full name and contact number. thanks. sophie",976,973.0
974.0,115897,True,Tue Oct 31 15:58:26 +0000 2017,"i made two bookings, but only received a confirmation email for one of the flights. little help?",971,nan,971.0,British_Airways,False,Tue Oct 31 22:18:21 +0000 2017,"hi david, confirmation emails can take up to 24 hrs. have you been waiting longer than this? helen","972,973",974.0
982.0,115898,True,Tue Oct 31 22:08:27 +0000 2017,. tired of getting charged for equipment that was returned months ago. please stop it.,980,nan,980.0,comcastcares,False,Tue Oct 31 22:27:52 +0000 2017,i definitely want to make sure your charges are correct. please dm me your address and phone so i can better assist. slm,981,982.0
985.0,115899,True,Tue Oct 31 22:11:40 +0000 2017,hi i got some odd text alert from you i don't have your service why would i get alerts,"983,986",nan,983.0,comcastcares,False,Tue Oct 31 22:27:28 +0000 2017,"address, and phone number so i can assist further with this issue. thanks! kw",984,985.0
988.0,115901,True,Tue Oct 31 22:35:01 +0000 2017,phoenix suns are on auto record. nba team channel 752 trying to record tonight. i only want regular broadcast games recorded like tivo does.,990,987.0,990.0,comcastcares,False,Tue Oct 31 22:35:30 +0000 2017,if you set a recording for a sports team it will try to record it on any available network. matt,991,988.0
989.0,115901,True,Tue Oct 31 22:01:44 +0000 2017,why does record programs on my dvr from channels i don't subscribe to? blank recordings. i don't have nba lp! !,987,nan,987.0,comcastcares,False,Tue Oct 31 22:20:16 +0000 2017,"hello, have you checked your scheduled menu? you may have a series recording scheduled. matt",988,989.0
999.0,115904,True,Tue Oct 31 21:47:45 +0000 2017,could you have someone on your lax team available to guide me to my gate asap,998,1000.0,998.0,AmericanAir,False,Tue Oct 31 22:12:14 +0000 2017,our apologies for the delay in responding to you. have you made it to lax? let us know if you still need assistance.,997,999.0
1005.0,115906,True,Tue Oct 31 21:51:37 +0000 2017,"i m sorry, what? it s going to cost me 50 to transfer 4,000 aa advantage points to my spouse? this is ridiculous!!","10,031,007",nan,1003.0,AmericanAir,False,Tue Oct 31 22:22:37 +0000 2017,this is a great option for customers who want to share miles and it's cheaper than having to purchase them.,1004,1005.0
1170.0,115917,True,Tue Oct 31 21:47:53 +0000 2017,ok maybe my problem too let me try that resizing.,1168,1171.0,1168.0,TMobileHelp,False,Tue Oct 31 21:49:44 +0000 2017,we want to help you with this great deal! shoot me a dm here angieshaw,"11,671,169",1170.0
1172.0,115918,True,Tue Oct 31 15:20:26 +0000 2017,got it. one of them resized to 4x4. so instead of alerting me it just wouldn't take the coupon code. i resized it and it worked. thanks.,1171,1173.0,1171.0,TMobileHelp,False,Tue Oct 31 15:33:18 +0000 2017,you are welcome and thanks for letting us know. if you need anything else we are here for you. kennethstone,1170,1172.0
1174.0,115918,True,Tue Oct 31 14:24:05 +0000 2017,the code is not working when applied at checkout. can you please look into this?,"11,731,175",nan,1173.0,TMobileHelp,False,Tue Oct 31 14:30:29 +0000 2017,"we want this to work perfectly! do you have at least 10 photos selected? if not, add another and try. dm w any questions! chrisbradstreet",1172,1174.0
1180.0,115920,True,Tue Oct 31 22:17:50 +0000 2017,"hi! i need some help with a booking i need to change, and made a mistake on. who can i contact?",1178,nan,1178.0,VirginTrains,False,Tue Oct 31 22:18:42 +0000 2017,you'd need to contact our aftersales team on 0344 556 5650 from 8am cb,1179,1180.0
1185.0,115921,True,Tue Oct 31 22:16:19 +0000 2017,hi does the new app have an option to buy an open return?,1183,nan,1183.0,VirginTrains,False,Tue Oct 31 22:17:41 +0000 2017,yes it does. you need to select the return journey then in the ticket flexibility menu you can select open return cb,1184,1185.0
1188.0,115922,True,Tue Oct 31 22:14:16 +0000 2017,my daughter is on the euston train stuck just outside preston. any timeframes for arrival?,1186,1189.0,1186.0,VirginTrains,False,Tue Oct 31 22:16:12 +0000 2017,"not at this stage sadly, but the some lines will reopen shortly so services will be on the move cb",1187,1188.0
1201.0,115923,True,Tue Oct 31 20:20:15 +0000 2017,"oh, that's nice. what are you doing about it? what are you targets next year?",1200,1202.0,1200.0,VirginTrains,False,Tue Oct 31 20:22:04 +0000 2017,"these delays are out of our control, but we do work with network rail to try and reduce any problems cb",1199,1201.0
1203.0,115923,True,Tue Oct 31 19:06:54 +0000 2017,"always some supposedly acceptable reason, yes i get that, but when one uses the trains every week and spends a lot of money, for it to be late regularly is just not acceptable.",1202,1204.0,1202.0,VirginTrains,False,Tue Oct 31 19:09:18 +0000 2017,"i understand the frustration this causes, andy cb",1201,1203.0
1205.0,115923,True,Tue Oct 31 19:03:31 +0000 2017,the 06 20 from euston. now i'm here waiting on the 19 00 from b'ham int. also late.,1204,1206.0,1204.0,VirginTrains,False,Tue Oct 31 19:05:47 +0000 2017,sadly the service has been delayed due to a fault on the line cb,1203,1205.0
1207.0,115923,True,Tue Oct 31 07:46:40 +0000 2017,"for at least the third time this year, i will miss the meeting i especially took the train for in the first place. so often late. no refund because it doesn't qualify . next season car.",1206,nan,1206.0,VirginTrains,False,Tue Oct 31 07:54:52 +0000 2017,"hi andy, really sorry to hear this. which service are you travelling on please? hp",1205,1207.0
1194.0,115924,True,Tue Oct 31 22:13:25 +0000 2017,we are enroute to preston now from euston. will we have to wait it out?,"12,081,210",1189.0,1208.0,VirginTrains,False,Tue Oct 31 22:14:50 +0000 2017,some lines will be reopening shortly so you'll get through but delays are expected cb,1209,1194.0
1219.0,115929,True,Tue Oct 31 22:19:34 +0000 2017,consider this your 1st reported error,1217,1221.0,1217.0,SouthwestAir,False,Tue Oct 31 22:21:11 +0000 2017,please dm us a picture of the error you're receiving. ma,1218,1219.0
1223.0,115929,True,Tue Oct 31 22:08:55 +0000 2017,is down on the my account page,1221,nan,1221.0,SouthwestAir,False,Tue Oct 31 22:17:35 +0000 2017,"hm, we haven't had any reported errors lately. have you tried accessing your rr account via a different browser? ma","12,191,222",1223.0
1226.0,115930,True,Tue Nov 21 21:58:05 +0000 2017,"change your password and turn on two step verification or else you, too, may receive a paypal receipt for a van reversing camera with a random delivery address in walthamstow.",1224,nan,1224.0,AskeBay,False,Wed Nov 22 09:24:40 +0000 2017,"hi simon! i m sorry to hear this! sounds like your account may have been compromised. i strongly advise you to contact our security teams gt if you haven t already done so, to make sure you do to ensure your account is fully secured. gr",1225,1226.0
1233.0,115933,True,Tue Oct 31 22:11:36 +0000 2017,"you'll be seeing me at the end of this month for the concert i missed my flight for because of american airlines, thank you again guys",1232,1234.0,1232.0,SouthwestAir,False,Tue Oct 31 22:16:53 +0000 2017,we've got the date circled on our calendar! counting down the minutes until we can welcome you onboard. sl,1231,1233.0
1235.0,115933,True,Tue Oct 31 00:06:08 +0000 2017,"you guys are amazing, seriously thank you from the bottom of my heart!",1234,1236.0,1234.0,SouthwestAir,False,Tue Oct 31 00:42:57 +0000 2017,we hope to see you onboard soon! ms,1233,1235.0
1237.0,115933,True,Mon Oct 30 18:10:11 +0000 2017,"you guys helped me so much trying to get me on a flight that was not even through yours, amazing company, amazing people, thank you so much",1236,1238.0,1236.0,SouthwestAir,False,Mon Oct 30 18:14:38 +0000 2017,"we're a customer service company that just happens to also fly airplanes, heather. thanks for sharing the love! na",1235,1237.0
1239.0,115933,True,Fri Oct 27 15:28:34 +0000 2017,helped me out to try to get through to my flight when my didn't and my flight was with aa. wow. loss for words,"12,401,238",nan,1238.0,SouthwestAir,False,Fri Oct 27 15:33:03 +0000 2017,"just 'cause you're not traveling with us doesn't mean we can't be there for you heather! glad we could help, and have a great weekend! so",1237,1239.0
1250.0,115938,True,Wed Nov 22 08:41:35 +0000 2017,need to contact customer service directly. please dm contact email for customer service,1251,1248.0,1251.0,AskeBay,False,Wed Nov 22 09:25:52 +0000 2017,"as the seller is responsible for the courier, they can claim for lost items from the courier. you still have to open a claim through ebay to be protected. please follow the previous steps. we cant outbound dm. you can dm us if you have any other questions. sg",1252,1250.0
1252.0,115938,True,Wed Nov 22 10:29:17 +0000 2017,"ok, thank you for your help, i'll do that.",1253,1251.0,1253.0,AskeBay,False,Wed Nov 22 10:41:10 +0000 2017,"you're more than welcome. any other questions, please dont hesitate to ask. thanks sg",1254,1252.0
1254.0,115938,True,Fri Nov 24 23:54:13 +0000 2017,"i have further questions about my ebay transaction i dm'ed to explain, thanks",1255,1253.0,1255.0,AskeBay,False,Sat Nov 25 19:26:28 +0000 2017,just responded a moment ago thanks for your patience! tl,"12,561,257",1254.0
1249.0,115938,True,Tue Nov 21 21:19:30 +0000 2017,"need assistance. bought item, due to be delivered saturday. never received item, despite being marked as delivered. no response from seller, delivery services cannot assist with lost missing package. please advise.",1247,nan,1247.0,AskeBay,False,Wed Nov 22 08:37:12 +0000 2017,"hi there. sorry to hear the item has not arrived. is there tracking for the item? if not, i'd advise opening an item not received claim. you can learn more about that here gt any other questions, let us know. sg",1248,1249.0
1259.0,115939,True,Sat Nov 04 12:35:35 +0000 2017,getting to the lists of episodes. it s not difficult. just way more annoying. plus you can t see as many choices on screen at once.,1261,1258.0,1261.0,hulu_support,False,Mon Nov 06 23:42:12 +0000 2017,apologies for the difficulties! that was definitely not our intention. we'll absolutely pass on your feedback to our developers.,1262,1259.0
1260.0,115939,True,Mon Oct 30 01:02:34 +0000 2017,my wife and i hate the new interface. enjoy the content but getting their is a horrible experience,1258,nan,1258.0,hulu_support,False,Tue Oct 31 22:28:55 +0000 2017,"oh no! any aspect about navigation that you find difficult? for now, the following guide may help",1259,1260.0
1267.0,115942,True,Mon Oct 30 01:03:21 +0000 2017,it s not intuitive. takes me too long to find the episode i want instead of the episode presented to me.,1265,1269.0,1265.0,hulu_support,False,Tue Oct 31 22:27:24 +0000 2017,"if browsing from home, press the option for more details gt go to the show page gt use the episodes tab to browse pick an ep.",1266,1267.0
1270.0,115942,True,Sat Oct 28 08:56:02 +0000 2017,yep. challenging. frustrating. things you don t need when you re just trying to watch bob s burgers.,1269,1271.0,1269.0,hulu_support,False,Sun Oct 29 23:27:22 +0000 2017,"we're sorry to hear this, heather! anything in particular about the new app that you find frustrating? we're here to help.",1267,1270.0
1275.0,115945,True,Tue Oct 31 22:12:54 +0000 2017,love but lost home internet amp just learned can t mirror hulu on ipad hdmi adapter. wanted to get hulu live. guess i ll have to cancel all of hulu amp look at or something like that why why???,1273,nan,1273.0,hulu_support,False,Tue Oct 31 22:17:29 +0000 2017,"we'd hate to see you go! hdmi mirroring isn't supported at this time, but we'll be sure to share the interest in this w our team",1274,1275.0
1283.0,115949,True,Tue Oct 31 22:28:01 +0000 2017,boarding the 22 45 from pad to swindon. where in reading do i have to go for the bus?dont usually find staff to help!!!,1281,nan,1281.0,GWRHelp,False,Tue Oct 31 22:29:17 +0000 2017,hi there. buses depart from the northern interchange at reading. phil.,1282,1283.0
1287.0,115950,True,Thu Nov 09 00:41:07 +0000 2017,well if you could fix your fucking potato towers out here in albuquerque that would be a start.,1289,1285.0,1289.0,sprintcare,False,Thu Nov 09 00:50:31 +0000 2017,hi there! service issues huh? let us take a look into this for you. shoot us a dm to assist further. ja,1290,1287.0
1288.0,115950,True,Tue Oct 31 22:19:21 +0000 2017,fuck you fix my connection,1285,nan,1285.0,sprintcare,False,Tue Oct 31 22:29:15 +0000 2017,this is really concerning to us and we would love to help. can you let us know what issues you are having with your connection. kb,"12,861,287",1288.0
1292.0,115712,True,Tue Oct 31 22:30:09 +0000 2017,i've sent several private messages!!! and no one responds!,1294,1291.0,1294.0,sprintcare,False,Tue Oct 31 22:34:30 +0000 2017,do you have a good contact number where you can be reached?,1295,1292.0
1293.0,115712,True,Tue Oct 31 22:24:51 +0000 2017,how can i get in touch with someone that matters at spring corporate,"129,112,961,297",nan,1291.0,sprintcare,False,Tue Oct 31 22:26:44 +0000 2017,just click message at the top of your profile. we're always here and eager to assist.,1292,1293.0
1318.0,115956,True,Tue Oct 31 21:42:48 +0000 2017,will be happy to discuss my problem in dm but not thru link you sent,1317,1319.0,1317.0,Ask_Spectrum,False,Tue Oct 31 21:47:58 +0000 2017,ok. please send a dm regarding this matter when you can. rr,1316,1318.0
1321.0,115956,True,Tue Oct 31 21:24:21 +0000 2017,"having trouble with a cable box, can you help?",1319,nan,1319.0,Ask_Spectrum,False,Tue Oct 31 21:38:11 +0000 2017,my apologies for any issues you're currently having. i'd be happy to help anyway we can. please dm your service p...,"13,201,318",1321.0
1333.0,115960,True,Tue Oct 31 22:19:33 +0000 2017,i didn't know my boy ordered half a bowl... ?,1331,nan,1331.0,ChipotleTweets,False,Tue Oct 31 22:28:00 +0000 2017,that doesn't look right. please tell us more becky,1332,1333.0
1336.0,115961,True,Tue Oct 31 22:19:32 +0000 2017,getting that 3 buck burrito from is becoming a tradition on halloween,1334,nan,1334.0,ChipotleTweets,False,Tue Oct 31 22:27:37 +0000 2017,the absolute best. what are you going to order? becky,1335,1336.0
1361.0,115969,True,Tue Oct 31 22:15:04 +0000 2017,hey why don't you have chorizo anymore it was the best thing on the menu,1359,nan,1359.0,ChipotleTweets,False,Tue Oct 31 22:25:36 +0000 2017,"it was my favorite, too. my apologies for any frustration. becky",1360,1361.0
1379.0,115977,True,Wed Nov 01 00:41:14 +0000 2017,woohoo! i'm gonna be first in line.,1381,1378.0,1381.0,ChipotleTweets,False,Wed Nov 01 01:04:00 +0000 2017,"yeah, buddy! send us a pic, for sure. becky",1382,1379.0
1380.0,115977,True,Tue Oct 31 22:11:00 +0000 2017,hey ! any word on when your 532 w. broadway location in vancouver will open? can't wait any more!!,1378,nan,1378.0,ChipotleTweets,False,Tue Oct 31 22:21:53 +0000 2017,"if all goes to plan, we should be open on friday! becky",1379,1380.0
1386.0,115978,True,Tue Oct 31 22:09:35 +0000 2017,i think this is the first time since its birth that i haven t gone to on halloween for my annual boorito,"138,813,841,389",nan,1384.0,ChipotleTweets,False,Tue Oct 31 22:21:25 +0000 2017,oh noooo! why not this year? becky,1385,1386.0
1394.0,115980,True,Tue Oct 31 22:09:29 +0000 2017,it's halloween and my total at was 6.66.....,"13,961,392",nan,1392.0,ChipotleTweets,False,Tue Oct 31 22:19:01 +0000 2017,becky,1393,1394.0
1401.0,115982,True,Tue Oct 31 22:08:52 +0000 2017,i just walked into wearing my mermaid man costume to get a 3 burrito amp i ve never felt more alive,1399,nan,1399.0,ChipotleTweets,False,Tue Oct 31 22:18:29 +0000 2017,that sounds so epic. becky,1400,1401.0
1418.0,115986,True,Tue Oct 31 22:06:18 +0000 2017,just got ghosted by chipotle went in at 3pm and was told we had to wait another hour for ! unboolievable.,1416,nan,1416.0,ChipotleTweets,False,Tue Oct 31 22:15:37 +0000 2017,that's definitely unboolievable. please tell us more so we can help becky,1417,1418.0
1424.0,115988,True,Tue Oct 31 22:23:37 +0000 2017,why am i still receiving a bill for oct when i disconnected by account on sept 20th? pls advise amp reverse the charges.,1422,nan,1422.0,VerizonSupport,False,Tue Oct 31 22:29:27 +0000 2017,does this bill say final bill? acm,1423,1424.0
1442.0,115999,True,Tue Oct 31 22:22:32 +0000 2017,"i set up a paypal account before i was 18. fair play, my bad. was wondering if i could shut down the account so i can restart it now im 18?",1444,1441.0,1444.0,AskPayPal,False,Tue Oct 31 22:37:52 +0000 2017,"sadly we cannot close this account until you are 18, but we can close this account once you are 18 and you can op...",1445,1442.0
1443.0,115999,True,Tue Oct 31 16:40:07 +0000 2017,i have a serious problem i need help with.,1441,nan,1441.0,AskPayPal,False,Tue Oct 31 22:09:10 +0000 2017,i am sorry to hear about this trouble you are running into. please send me a dm and i can help you further. ga,1442,1443.0
1454.0,116002,True,Tue Oct 31 11:46:53 +0000 2017,but out of the games the buttons work solutions?,1452,1456.0,1452.0,AskPlayStation,False,Tue Oct 31 22:26:33 +0000 2017,"hi there, sorry to hear that, are you getting an error message or an error code, let us know more details please?",1453,1454.0
1466.0,116006,True,Tue Oct 31 09:47:04 +0000 2017,"i have bought dlc diablo 3 necromancer and hav phys disc d3 ros but when i click necromaner pack on game , dont download","14,631,467",nan,1463.0,AskPlayStation,False,Tue Oct 31 22:22:24 +0000 2017,"hi there, have you tried accessing this content from your download queue let us know the results.","14,641,465",1466.0
1471.0,116007,True,Tue Oct 31 21:53:35 +0000 2017,"not sure why my cc in my acct had an incorrect date, but my renewal for ps failed. how can i correct this?",1470,nan,1470.0,AskPlayStation,False,Tue Oct 31 21:55:16 +0000 2017,"sorry to hear that! for billing issues, please follow the steps in the next link",1469,1471.0
1492.0,116014,True,Tue Oct 31 22:15:52 +0000 2017,hi do i have to go through the chase online ultimate rewards webpage to get the extra cash back when i shop?,"14,901,493",nan,1490.0,ChaseSupport,False,Tue Oct 31 22:23:08 +0000 2017,2 2 to the merchant's site to make the purchase. bg,1491,1492.0
1501.0,116018,True,Tue Oct 31 21:24:22 +0000 2017,thanks guys!,1500,1502.0,1500.0,ChaseSupport,False,Tue Oct 31 21:42:26 +0000 2017,aw! it's our pleasure to help. let us know if we can be of additional assistance. jg,1499,1501.0
1504.0,116018,True,Tue Oct 31 20:53:38 +0000 2017,"i couldn't find an e mail online. you have my apartment address but not my number, how can i update that to ensure the card gets to me?",1502,1505.0,1502.0,ChaseSupport,False,Tue Oct 31 21:22:14 +0000 2017,we would be happy to look into this for you. could you dm your name and zip code? jg,"15,031,501",1504.0
1508.0,116019,True,Tue Oct 31 21:33:28 +0000 2017,next day turnaround on an outage issue? for the when it comes to dealing with outages,1506,nan,1506.0,CoxHelp,False,Tue Oct 31 22:24:32 +0000 2017,"hello, this does not sound good. can you dm the account name and complete service address? we would like to help. dan",1507,1508.0
1513.0,116020,True,Tue Oct 31 05:30:24 +0000 2017,so is back fucking me again with my business plan internet. super cool company. i don't recommend.,1511,nan,1511.0,CoxHelp,False,Tue Oct 31 05:58:46 +0000 2017,i don't want you to feel this way. what's going on? colleen,"15,101,512",1513.0
1518.0,116023,True,Tue Oct 31 21:12:40 +0000 2017,been lookong forward to binge on just hope we have internet. a lot of outages in the neighborhood lately.,1516,nan,1516.0,CoxHelp,False,Tue Oct 31 22:15:21 +0000 2017,"hi jean claude, i hope you do not have any service interruptions. if you need assistance, reach out to us. mike",1517,1518.0
1524.0,116025,True,Tue Oct 31 22:34:51 +0000 2017,i don't care about that i want my product. . i wish i had not opted ebay.but in future i am not going to choose ebay . because its the worst,1526,1522.0,1526.0,AskeBay,False,Tue Oct 31 22:46:39 +0000 2017,"the seller should have delivered it by then, but as you don't have it just see if the seller can't help! d","15,271,528",1524.0
1528.0,116025,True,Tue Oct 31 22:51:00 +0000 2017,"so, instead of telling me to contact the seller you guys should contact the seller.",1529,1526.0,1529.0,AskeBay,False,Tue Oct 31 23:00:55 +0000 2017,"the contract is between you and the seller! they shipped it, but we protect you if you didn't get it if you open a case. d",1530,1528.0
1530.0,116025,True,Tue Oct 31 23:03:26 +0000 2017,i haven't received anything as of yet. i'll contact seller tomorrow morning. but your service is pathetic.,1531,1529.0,1531.0,AskeBay,False,Tue Oct 31 23:53:43 +0000 2017,did you view our link? we can give a refund if you don't get it! just look at our guarantee for steps on activating it. d,"153,215,331,534,153,000,000,000",1530.0
1537.0,116025,True,Wed Nov 01 05:06:43 +0000 2017,i am looking for the product. let me tell you something. i bought a similar product on 9th of this month. but that was damaged .,"15,381,539",1531.0,1538.0,AskeBay,False,Wed Nov 01 08:05:19 +0000 2017,"if you still can't see this, please dm us your full name, zip code amp item number amp we'll advise on this date for you. 2 2 ml","15,401,541",1537.0
1525.0,116025,True,Tue Oct 31 22:04:00 +0000 2017,"estimated delivery wed, 25 oct fri, 27 oct you have paid using paisapay on 21 10 17. but i havent received it yet on 1 11 17.",1522,nan,1522.0,AskeBay,False,Tue Oct 31 22:23:37 +0000 2017,have you asked the seller yet where it is? see as they may be able to help out! d,"15,231,524",1525.0
